技能名称,相似技能1,相似度1,相似技能2,相似度2,相似技能3,相似度3,相似技能4,相似度4,相似技能5,相似度5,相似技能6,相似度6,相似技能7,相似度7,相似技能8,相似度8,相似技能9,相似度9,相似技能10,相似度10
公关礼仪,语言沟通,0.9,高度额责任心,0.9,拼多多规则,0.9,勤劳上进,0.9,生活习惯,0.9,天猫客服后台操作,0.9,商务谈判,0.9,职业道德,0.8,普通话标准,0.76,,
大型公共场,逻辑思考力,1.0,媒介关系,1.0,执行力,1.0,思维逻辑性,1.0,社团管理经验,1.0,广告公司关系,1.0,沟综合素质,1.0,英语沟通,1.0,资源拓展整合,1.0,,
学习精神,心态积极向上,0.9,用户服务意识,0.9,主动营销意识,0.9,幽默风趣,0.9,素质教育课程转化,0.9,热爱中国传统文化,0.9,职业道德,0.9,亲和؜力,0.8,普通话标准,0.76,,
美术创作理论,利用美术相关软件,0.85,特效制作流程,0.85,理解算法,0.85,架构设计,0.85,技术基础,0.85,美术基础,0.85,lua,0.8,数据结构,0.76,游戏特效,0.7200000000000001,,
分析工具,喜欢思考,0.8,当下潮流,0.76,日本动漫,0.7200000000000001,勇于挑战固,0.68,创造力,0.6400000000000001,ppt操作,0.6000000000000001,社交感,0.6,解决问题的意识,0.5599999999999999,word文档,0.52,,
市场分析,问题分析,0.8,强烈成功欲望,0.8,分析经验,0.8,项目招标流程,0.8,进取心,0.8,抗压性,0.8,市场拓展素质,0.8,客户导向,0.76,沟通表达理,0.76,交际技巧,0.7200000000000001
技能基础,爱岗敬业,1.0,团队意识,1.0,工作态度,1.0,offic办公软件,1.0,英文读写,1.0,严谨的科研思维,1.0,,,,,,,,
会通过运营,谦虚谨慎,0.9,目标责任感,0.9,表达沟通,0.9,英语四级通,0.9,操作系统的基础知识,0.9,计算机体系结构,0.9,组织协调力,0.9,汲取新知识,0.8,方案撰写,0.76,,
税务师,思维敏捷,0.8,投资理财,0.8,产品运作方式,0.8,业务规则,0.8,展客户提供素材,0.8,股票投资,0.8,市场未来热点,0.76,语言沟通,0.7200000000000001,行业趋势,0.68,,
英语四级证书,小语种文案的编写,0.95,行业操作流程,0.95,英语书面用语功底,0.95,英语翻译,0.95,英语6级,0.95,贸易操作,0.95,英语四级通,0.95,思维灵,0.95,团队协作意识,0.8,外语书面表达娴熟,0.8
单片机控制技,电子电气元件,0.8,流体控制,0.8,modbus,0.8,电气系统供电规,0.8,国内外主流变频器,0.8,电气接线,0.8,电气绘图软件,0.76,电气设计规范,0.7200000000000001,电路知识,0.68,,
喜欢研究化妆品成分,热衷种草,3.0000000000000004,媒体特征,1.46,主流美妆营销媒体,1.4400000000000002,美妆产品使用,1.35,逻辑推理,1.35,理性思维,0.9,抖音美妆博主的内容趋势,0.9,思路敏捷,0.9,交媒体流行趋势,0.9,审美力,0.9
1年以上工作经验,英语四级通,1.6,独立学习,0.9,财税政策,0.9,成本意识,0.9,财会专业基础,0.9,银行结算业务,0.9,税务法规,0.9,操作系统的基础知识,0.9,高度额责任心,0.85,化办公软件,0.85
面向对象思维,ajax,0.8,html5css,0.76,backbone,0.7200000000000001,react技术栈,0.68,前端框架,0.6400000000000001,jsp,0.6000000000000001,普通话标准,0.5599999999999999,敬业度,0.52,效沟通技巧,0.48,,
建筑设计模型的辅助研究,建筑设计,0.8,部分建筑性能模拟,0.76,规划设计素质,0.7200000000000001,建筑设计基本的软件,0.7,客户服务,0.7,revit,0.7,常用设计软件,0.68,airpark,0.6400000000000001,设计悟性,0.6000000000000001,,
临床常见疾病的诊疗流程,相关法规,0.9,文献检索,0.9,医学基础知识,0.9,诚实踏实,0.9,协调公司与客户关系,0.9,外延产品知识,0.9,组织协调力,0.9,临床试验经验,0.8,商业思维,0.76,,
生物反应器操作,分子克隆,0.8,病毒载体构建,0.76,细胞培养操作经验,0.7200000000000001,制造型企业行政管理知识,0.68,平英文论文,0.65,科研有强烈的兴趣,0.65,生物实验操作技能,0.6400000000000001,半导体理论知识,0.6000000000000001,封装中的技术,0.5599999999999999,,
受过战略管理,文书写作,0.85,专八证书,0.85,组织变革管理,0.85,文字功底,0.85,wind,0.85,接待礼仪,0.85,求真务实,0.8,catti,0.76,正形象气质,0.7200000000000001,,
数值优化,智能产品设备,0.8,技术规范,0.76,居安思危的人,0.7200000000000001,智能座舱产品,0.68,深度学习的算法,0.6400000000000001,车辆通信协议,0.6000000000000001,系统的测试,0.5599999999999999,运动学建模,0.52,机器学习,0.48,,
用户观念,各类新媒体工具,0.9,敏捷的洞察,0.9,观察力,0.9,营销策划,0.9,1年以上广告公关,0.9,设计类软件,0.9,市场趋势,0.9,视觉创意,0.8,视觉设计,0.76,,
创新研究思路,物流仓储行业运筹优化算法,0.9,科研背景,0.9,解决客户的技术问题,0.9,相关器材,0.9,分子生物学技能,0.9,人力资源实务理论,0.9,用户服务意识,0.9,读英文科学文献,0.8,启发式的方式向客户介绍复杂的科学结果,0.76,,
语言组织,逻辑思考力,1.58,文字功底,1.5,沟综合素质,0.95,react技术栈,0.95,文字撰写功底,0.95,表达沟通,0.95,条理性好,0.95,前端开发,0.95,核心胜任力,0.95,运营管理,0.95
音频理论,offic办公软件,0.95,目标敏感,0.95,音乐教育功底功底,0.95,主动沟通,0.95,基本方法,0.95,交互音乐想象力,0.95,葫芦丝,0.95,团队精神6,0.95,声音在游戏,0.8,,
综合管理,营销管理知识,1.0,系统软件,1.0,公司财务管理流程,1.0,编写计算程序,1.0,商品进,1.0,开单发货,1.0,会计核算,1.0,营销知识,1.0,财税软件,1.0,态度谦,0.8
自我约束力,高度额责任心,0.85,处理管理,0.85,培养潜力,0.85,主动沟通意识,0.85,进取心,0.85,组织协调力,0.85,办公软件知识,0.8,问题发现,0.76,计算机基础知识,0.7200000000000001,,
性测试-启发式评估-眼动测试,用户研究常见方法,1.6,亲和؜力,0.95,执行力,0.95,问题分析,0.95,文档撰写,0.95,组织沟通,0.95,流程3,0.95,场景分析,0.95,逻辑思考力,0.95,主动解决问题,0.76
网络通讯协议相关标准,计算机网络,0.8,网络专业技能,0.76,前端语言,0.75,本配置命令,0.75,公司网络,0.75,跨境企业级网络建设项目的方案设计,0.75,linux操作系统,0.7200000000000001,windows,0.68,linux操作命令4,0.6400000000000001,,
联络公司的客户,西山居游戏,0.8,基本电脑,0.76,跟单流程,0.7200000000000001,私募基金运作管理,0.68,亲和؜力,0.6400000000000001,投资知识,0.6000000000000001,国家相关政策,0.6,英语6级,0.5599999999999999,化办公软件,0.52,,
专利查阅,分子实验的设计,1.0,生物实验操作技能,1.0,分子生物学技能,1.0,细胞培养操作经验,1.0,实验方法,1.0,平英文论文,1.0,专利的写作,1.0,敬业踏实,1.0,科研有强烈的兴趣,1.0,,
现代主流,车辆运动学理论,0.8,工程化方法,0.76,激光建图定位,0.7200000000000001,linux操作命令4,0.68,图像处理,0.65,分类识,0.65,计算机理论功底,0.6400000000000001,图像处理算法,0.6000000000000001,物体检测,0.5599999999999999,,
确认船,新媒体渠道,0.8,海空运出口业务知识,0.76,电子商务,0.7200000000000001,采购流程,0.68,英语四级通,0.65,航空公司提单,0.65,目标敏感,0.6400000000000001,各航线,0.6000000000000001,操作流程,0.5599999999999999,,
热衷于产品设计,用户体验原则,0.8,交互设计方法,0.76,交互理论,0.7200000000000001,重视细节,0.68,设计软件,0.6400000000000001,移动端用户体验,0.6000000000000001,android,0.5599999999999999,用户体验地图方法,0.52,figma,0.48,,
电气调试标准,无刷电机,0.8,步进电机,0.76,沟通协作,0.7200000000000001,电气设计专业知识,0.68,全局意识,0.65,软硬件功能需求,0.65,电子电路基础知识,0.6400000000000001,自动驾驶发展趋势,0.6000000000000001,技术理论知识,0.5599999999999999,,
英文沟通,开拓精神,1.0,音视频,1.0,探索精神,1.0,自驱动力,1.0,服务意识足,1.0,团队意识,1.0,产品分析,1.0,产品设计功底,1.0,沟通表达理,1.0,西班牙文阅读,0.8
方案撰写,表达沟通,0.95,谦虚谨慎,0.95,英语四级通,0.95,计算机体系结构,0.95,操作系统的基础知识,0.95,目标责任感,0.95,组织协调力,0.95,会通过运营,0.95,汲取新知识,0.8,,
电脑办公软操作,真努力,0.9,专利代理人资格证,0.9,报告撰写,0.9,知识产权法律法规,0.9,积极主动,0.9,语言表达流利,0.9,工作作风,0.9,知识产权,0.8,技术理解力,0.76,,
负责事项积极推进,word文档,0.85,生物化学医药公司,0.85,数字敏感性,0.85,应用函数,0.85,实验室管理,0.85,用户需求调研,0.85,web服务原理,0.8,了解公司产品,0.76,统计分析工具,0.7200000000000001,,
编写习惯,ppt操作,0.9,电气接线,0.9,团队精神6,0.9,开发经验,0.9,电气控制柜设计,0.9,持续学习,0.9,文档阅读,0.9,报告设计,0.8,文档整理,0.76,,
五金模具结构,环保相关的法规,0.95,玻璃纤维,0.95,工程设计软件,0.95,各向同性材料,0.95,表面处理工艺,0.95,飞机结构设计相关软件,0.95,产品开发流程,0.95,常用材料特性,0.95,塑成型工艺,0.8,,
yolo算法,机器学习,0.8,海量数据处理,0.8,pillow,0.8,深度学习算法,0.8,全流程项目管理,0.8,caffe,0.8,python程序,0.76,产品研发的方法论,0.7200000000000001,数据结构,0.68,,
汽车零部件构造,模具制造工艺,0.85,珠宝设计工艺,0.85,熟悉铸造理论,0.85,黄金首饰产品设计,0.85,影响因素,0.85,粉体高温烧结机理,0.85,结构件设计,0.8,炼油工艺装置,0.76,3d动画制作,0.7200000000000001,,
光影关系,生物分离纯化涉,0.8,nuke,0.76,影视后期制作流程,0.7200000000000001,机合成单元,0.7,化学模型,0.7,声码器,0.7,追求美感,0.68,语音合成技术,0.6400000000000001,生物实验操作技能,0.6000000000000001,,
计算机办公常用软件,财务分析,0.95,客户投放需求,0.95,组织规划,0.95,英语表达,0.95,基本会计准则,0.95,决策判断,0.95,各维度解读,0.95,公司企业内控体系,0.95,风险控制,0.8,,
散货码头作业流程,强弱电基础,0.8,沟通表达流畅,0.76,电机拖动原理,0.7200000000000001,机械设计,0.68,国际标准,0.6400000000000001,图像生成,0.6000000000000001,分析基础,0.6,语义分割,0.5599999999999999,机械构造原理,0.52,,
学习自驱力,从事低碳环保,0.85,开拓意识,0.85,axcure,0.85,运筹学,0.85,数据分析软件工具,0.85,国家相关政策,0.85,产品嗅觉,0.8,市场发展现状,0.76,综合能源系统,0.7200000000000001,,
游戏系统,游戏玩法,0.85,音乐制作流程,0.85,优化思维,0.85,数据分析报,0.85,用户付费偏好,0.85,游戏业务付费用户心理,0.85,rpg,0.8,程序设计语言,0.76,游戏中各类术语含义,0.7200000000000001,,
互动沟通,digital,1.0,执行流程,1.0,执行力,1.0,项目管理流程,1.0,social,1.0,软件开发项目各阶段,1.0,国家级证书,1.0,高度额责任心,1.0,mkt,1.0,,
基本会计准则,专业知识,0.8,风险控制,0.8,计算机办公常用软件,0.76,沉稳独立,0.76,组织规划,0.7200000000000001,财务政策,0.7200000000000001,英语表达,0.7,财务分析,0.7,各维度解读,0.7,风险分析,0.68
工作韧性,各类策划方案提案的撰写,0.95,对公共关系维系,0.95,撰写新闻稿,0.95,护肤品牌,0.95,宏观经济,0.95,推广方式能做综合描述2,0.95,洞察市场,0.95,活动物料的工艺,0.95,执行力,0.9,语言组织,0.9
stm32,keil,1.75,数字电,1.75,usb,1.63,spi,1.56,电路板设计,0.95,数字滤波器,0.95,模拟电路,0.95,caffe,0.95,文档编制习惯,0.95,c++语言,0.8
抗压素质,团队协作意识,0.8,强烈成功欲望,0.76,抗压性,0.75,管理协调,0.75,影响力较好,0.75,人际理解,0.75,目标敏感,0.7200000000000001,offic办公软件,0.68,物流行业社会实践经验,0.6400000000000001,,
模式识,目标检测算法,0.8,图像分类,0.76,网络交换机调试,0.75,视频分析,0.75,计算机图形学,0.75,图像处理,0.75,caffe,0.7200000000000001,逻辑化,0.68,常用操作系统,0.6400000000000001,,
sumif,分享交流,0.8,乐于团队协作,0.76,酷家乐,0.7200000000000001,英语四级通,0.7,集体意识,0.7,审美力,0.7,职业道德,0.68,三维家,0.6400000000000001,人际交往,0.6000000000000001,,
后端系统,net,0.8,创业心态,0.76,型关系型数据库,0.7200000000000001,mybati,0.7,云计算工作经验,0.7,前后端代码分离架构,0.7,英语四级通,0.68,分布式微服务,0.6400000000000001,阿里巴巴,0.6000000000000001,,
沟通协同,语言表达,1.0,调动资源实现目标,1.0,课程学习成绩,1.0,出发思考,1.0,ppt操作,1.0,高度额责任心,1.0,强烈成功欲望,1.0,外语沟通,1.0,目标敏感,1.0,,
宏观思维,镜头感觉,0.95,文案方向实习经历,0.95,审美力,0.95,互联网互联网,0.95,内容运营方法,0.95,学习方法,0.95,擅于在内容中提炼关键点,0.95,营销方式,0.95,型建筑设计,0.9,诚信纪录,0.9
金融投资管理知识,医药投资,0.8,创新药,0.76,证券基金,0.7200000000000001,口齿清晰,0.68,医药信息收集,0.6400000000000001,财务资格证书,0.6000000000000001,文献检索,0.5599999999999999,职业道德,0.52,中英文阅读,0.48,,
文书写作,wind,0.8,专八证书,0.8,文字功底,0.8,组织变革管理,0.8,接待礼仪,0.8,求真务实,0.8,catti,0.76,正形象气质,0.7200000000000001,受过战略管理,0.68,,
工作软件,无论口语,1.0,抗压性,1.0,offic办公软件,1.0,陌生人打交道,1.0,促进用户转化,1.0,英文功底,1.0,高度额责任心,1.0,用户服务意识,1.0,思维敏捷,1.0,,
橡胶件,开源软件,0.8,聚氨酯,0.8,产品设计,0.8,计算机基础理论,0.8,齿轮传动,0.8,机械设计,0.8,制冷暖通专业知识,0.76,移动破,0.7200000000000001,机械设计相关标准,0.68,,
线上营销,思维活跃,0.9,数字营销,0.9,创新意识,0.9,口齿清晰,0.9,文案功底,0.9,接受新事物的意识,0.9,符合中欧基金,0.9,乐于面对挑战,0.85,热爱市场营销,0.85,商务运营,0.85
转换医学,分子生物学技能,0.8,实验动物,0.76,实验技能,0.7200000000000001,结晶工艺优化,0.68,职业道德,0.65,蛋白功能性验证,0.65,药物分析,0.6400000000000001,溶出仪,0.6000000000000001,药物代谢,0.5599999999999999,,
复合材料生产的成型工艺,产品的常规缺陷,0.8,优化老产品的工艺,0.76,降低生产能耗,0.7200000000000001,高度认同细胞治疗行业前景,0.68,饮料生产研发相关设备,0.6400000000000001,工艺材料基本常识,0.6000000000000001,善创变,0.6,实验设备,0.5599999999999999,组织编写说明书,0.52,,
理科思,产品常用设计软件,0.95,抽象思维,0.95,竞品分析,0.95,axcure,0.95,沟通表达技巧,0.95,沟通协作,0.95,计算机原理,0.95,全局思维,0.95,需求调研,0.8,,
es6+,组件化,0.85,组织管理,0.85,react技术栈,0.85,html5css,0.85,前端模块化开发,0.85,less,0.85,后端开发实现方式,0.8,背景知识,0.76,销售意识,0.7200000000000001,,
流体仿真分析,hyperworks,0.8,网格划分及静强度,0.76,弹塑性力学,0.7200000000000001,abaqus,0.68,步进电机,0.6400000000000001,材料、力学,0.6000000000000001,电机微观振动机理,0.5599999999999999,ansa,0.52,计算机专业基础知识,0.48,,
生产质量,摄像头,1.0,压力传感器原理,1.0,毫米波雷达,1.0,理论知识,1.0,多目标匹配算法,1.0,零配件,1.0,数据结构,1.0,imu,1.0,整车质量意识,1.0,,
social,互动沟通,0.8,软件开发项目各阶段,0.76,项目管理流程,0.75,国家级证书,0.75,高度额责任心,0.75,mkt,0.75,执行力,0.7200000000000001,执行流程,0.68,digital,0.6400000000000001,,
深度体验过bingo,游戏行业充满激情,0.85,清晰规划设计架构,0.85,slots,0.85,游戏的经济体系,0.85,总结游戏规则,0.85,持久力爆表,0.85,部分产品,0.8,棋牌行业环境,0.76,口头表达流,0.7200000000000001,,
服务口碑,普通话标准,0.8,基金知识,0.76,服务意识足,0.75,网络营销资源,0.75,电脑使用技能,0.75,亲和؜力,0.75,基金交易业务流程,0.7200000000000001,电话销售,0.68,用户服务意识,0.6400000000000001,,
系统设计,常规办公软件,0.8,暖通空调各种标准,0.76,设计规范,0.75,创新意识,0.75,requirejs,0.75,文字撰写功底,0.75,暖通空调系统,0.7200000000000001,revit,0.68,参数计算,0.6400000000000001,,
行业设计规范,电力系统,0.9,触摸屏画面,0.9,法律专业知识,0.9,各种测量传感器,0.9,电气接线,0.9,英语听,0.9,移压力流,0.9,博图软件,0.8,储能微网系统,0.76,,
理论物理,英语四级通,0.8,生物工程,0.76,材料科学,0.75,offic办公软件,0.7200000000000001,遗传学知识,0.68,营养学,0.6400000000000001,,,,,,,,
团队协作的思想,soul,0.9,文案功底,0.9,互联网络,0.9,促进用户转化,0.9,亚马逊平台物流政策,0.9,逻辑达人,0.9,商务谈判,0.9,直播平台,0.8,商务合作思维,0.76,,
热爱市场营销,运营分析,0.8,工作心态,0.76,商务谈判,0.7200000000000001,线上营销,0.68,用户服务意识,0.65,乐于面对挑战,0.65,商务运营,0.6400000000000001,美妆产品使用,0.6000000000000001,核心功能成分,0.5599999999999999,,
