岗位分类,能力词
行政专员/行政助理,阳光开朗;亲和؜力;协调能力;服务意识足;责任感6;offic办公软件
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,化办公软件;沟通能力;组织协调力;文书表达能力
行政专员/行政助理,沟通能力;钻研精神;执行能力;学习能力
行政专员/行政助理,与人沟通;协调能力
行政专员/行政助理,计算机操作能力
行政专员/行政助理,普通话标准;思维敏捷;表达能力;高度额责任心;教学服务意识;抗压性;化办公软件;word文档;Excel函;ppt操作;团队的协作能力
行政专员/行政助理,
行政专员/行政助理,语言表达;沟通能力;极富团队合作精神
行政专员/行政助理,主动沟通意识;服务意识足;高度额责任心;分析解决问题
行政专员/行政助理,主动沟通意识;服务意识足;高度额责任心;分析解决问题
行政专员/行政助理,正形象气质;个人习惯;积极主动;沟通表达流畅;应变能力;文字功底;仔细5;洞察力
行政专员/行政助理,化办公软件;高度额责任心;普通话标准
行政专员/行政助理,沟通能力
行政专员/行政助理,文字功底;化办公软件;快速适应;沟通协调能力能力;高度额责任心;亲和؜力
行政专员/行政助理,
行政专员/行政助理,
行政专员/行政助理,执行力;抗压性;领悟能力;新事物能力
行政专员/行政助理,英文读写;服务意识足;团队精神6
行政专员/行政助理,沟通能力
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,offic办公软件;沟通能力;抗压性
行政专员/行政助理,PS工具;服务意识足;组织协调力;沟通能力;执行能力
行政专员/行政助理,化办公软件;高度额责任心;普通话标准
行政专员/行政助理,沟通能力
行政专员/行政助理,文字功底;化办公软件;快速适应;沟通协调能力能力;高度额责任心;亲和؜力
行政专员/行政助理,
行政专员/行政助理,
行政专员/行政助理,执行力;抗压性;领悟能力;新事物能力
行政专员/行政助理,英文读写;服务意识足;团队精神6
行政专员/行政助理,Excel函;职业道德;亲和؜力
行政专员/行政助理,offic办公软件;团队意识;学习的意识;专业基础5;逻辑思考力;沟通表达理;职业心态
行政专员/行政助理,
行政专员/行政助理,
行政专员/行政助理,沟通能力;语言表达;正形象气质;亲和؜力;文字功底;基础商务礼仪6;抗压性
行政专员/行政助理,沟通表达理;高度额责任心
行政专员/行政助理,亲和؜力;沟通能力;极富团队合作精神;组织协调力;高度额责任心;自发性
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,沟通表达理;学习能力;敏锐的洞察能力;抗挫能力;工作意识;团队精神6
行政专员/行政助理,沟通表达理;学习能力;洞察力;抗挫能力;团队精神6
行政专员/行政助理,文案写作能力;办公软件PPT;Excel函;word文档;沟通能力;极富团队合作精神;品行端正6;西班牙语;土耳其语;葡萄牙语;读写能力
行政专员/行政助理,高度额责任心;沟通能力
行政专员/行政助理,责任感6
行政专员/行政助理,1年以上工作经验;电脑操作即;口头表达能力;极富团队合作精神
行政专员/行政助理,offic办公软件;SolidWorks;word文档;Excel函;ppt操作;会议记录能力;表格的处理能力
行政专员/行政助理,接待礼仪;普通话标准;语言表达;亲和؜力;保密意识;办公室管理;工作流程;组织能力;办公室自动化;化办公软件;跨团队合作能力;高度额责任心
行政专员/行政助理,
行政专员/行政助理,沟通协调能力能力;高度额责任心;学上进心;化办公软件
行政专员/行政助理,高160cm;接待礼仪;沟通能力;服务意识足;高度额责任心;学习能力
行政专员/行政助理,室行政管理知识;工作流程;公文写作格式;基本商务信函写作能力;offic办公软件;办公自动化设备3;细致耐心;沟通能力;协调能力
行政专员/行政助理,
行政专员/行政助理,亲和؜力;沟通能力;三观正;正形象气质;品行良好;word文档;Excel函;总结数据4;高度额责任心
行政专员/行政助理,学上进心;视频编辑;亲和؜力;沟通能力
行政专员/行政助理,
行政专员/行政助理,高度额责任心;计算机办公软件;Excel函;ppt操作;普通话标准;服务意识足;爱岗敬业
行政专员/行政助理,品德优良;学位证;高度额责任心;跨团队合作能力
行政专员/行政助理,沟通能力;应变能力;offic办公软件;学习能力;团队意识;正能量;阳光心态;进取心;爱岗敬业
行政专员/行政助理,英语四级通;亲和؜力;态度积极;工作主动性;沟通表达理
行政专员/行政助理,亲和؜力;沟通能力;极富团队合作精神;自我协调能力;沟通能力
行政专员/行政助理,亲和؜力;沟通能力;极富团队合作精神;自我协调能力;沟通能力
行政专员/行政助理,offic办公软件;Excel函;word文档;高度额责任心;团队的协作能力
行政专员/行政助理,进取心;组织能力;学习能力;团队的协作能力;沟通能力;高度额责任心;自我驱动的意识;自主工作能力;工作态度;保密意识6;word文档;Excel函;ppt操作;抗压性;英语流
行政专员/行政助理,阳光开朗;亲和؜力;协调能力;服务意识足;责任感6;offic办公软件
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,化办公软件;沟通能力;组织协调力;文书表达能力
行政专员/行政助理,沟通能力;钻研精神;执行能力;学习能力
行政专员/行政助理,与人沟通;协调能力
行政专员/行政助理,计算机操作能力
行政专员/行政助理,口齿清晰;普通话标准;高度额责任心;进取心;极富团队合作精神;应变能力;商业信誉;国内外资本市场;调控能力;服务意识足;服务态度
行政专员/行政助理,单cad;word文档;Excel函
行政专员/行政助理,offic办公软件;服务意识足
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,极富团队合作精神;职业操
行政专员/行政助理,offic办公软件;语言组织能力;文字编辑能力;数据分析处理能力;表达能力;服务精神5;沟通能力;自学习能力
行政专员/行政助理,offic办公软件;高度额责任心;极富团队合作精神;系统分析驾驭能力
行政专员/行政助理,中专及以上2;高160cm;高度额责任心;沟通协调能力能力;执行能力
行政专员/行政助理,AutoCad
行政专员/行政助理,英语阅读写作能力;英语四级通;化办公软件;沟通能力;团队精神6;做事有条理
行政专员/行政助理,化办公软件;人力资源系统;劳动合同法;责任感6;事业心;沟通能力;逻辑思考力
行政专员/行政助理,各项制度要求;高度额责任心;沟通能力;积极主动;执行力;思维敏捷灵活
行政专员/行政助理,沟通能力吃苦耐劳;职业操;思维敏捷;接受能力;总结工作经验;offic办公软件;沟通能力
行政专员/行政助理,高度额责任心;极富团队合作精神;高度额责任心;协调能力
行政专员/行政助理,正形象气质;沟通反馈意识;团队协作意识;学习能力;文字功底;化办公软件;处事灵活度;问题意识;抗压性;组织协调力
行政专员/行政助理,沟通协调能力能力;抗压性;高度认同公司企业文化;高度额责任心
行政专员/行政助理,
行政专员/行政助理,人力资源各模块工作内容;人力资源;国家政策;与人沟通;协调能力;执行能力;团队合作精神抗压能力;工作热情;爱岗敬业;word文档;Excel函;ppt操作
行政专员/行政助理,表达能力;文字功底;招聘渠道开发
行政专员/行政助理,英语四级通;服务意识足;团队精神6;适应能力
仓储运营专员,系统逻辑;英文读写能力;沟通交互;自驱动力;抗压性;总结项目所
仓储运营专员,系统逻辑;英文读写能力;沟通交互;自驱动力;抗压性;总结项目所
仓储运营专员,
仓储运营专员,
仓储运营专员,offic办公软件;数据分析处理能力;逻辑思考力;协调沟通;执行能力
仓储运营专员,高度额责任心;创新精神;办公软件操作能力;Excel函;word文档
西餐厨师/西点师,心态开放;沟通协调3;头脑灵活
银行柜员,沟通表达理;学习能力;抗压性;高度额责任心;服务意识足;极富团队合作精神
银行柜员,沟通表达理;学习能力;抗压性;高度额责任心;服务意识足;极富团队合作精神
银行柜员,抗压性;沟通能力;跨团队合作能力
BI工程师,学习能力;态度积极主动;时间节点意识;沟通表达理;团队的协作能力
BI工程师,沟通能力;数据库能力;复杂SQL;Mysql的设计
BI工程师,数据模型设计方法;图形硬件架构;ETL设计;Kettle;Control-M;ETL设计;Kettle;敏感性;海量数据处理;Hadoo;Hive;Spark+Flink流计算;Kafka;沟通能力;学习能力;逻辑思考力;独立处理解决问题的能力
BI工程师,计算机软件;化办公软件;路由器的配置;电话交换机;服务器;防火防爆;独立分析;解决问题的意识;学习能力;沟通协作能力;执行力;IT服务意识
BI工程师,英语听说读写能力;英文沟通;化办公软件;服务意识足;沟通能力;极富团队合作精神;人际关系技巧;学习力;高度额责任心
BI工程师,Windo;WindowsServer操作系统;服务器;适应能力;抗压性
BI工程师,Windo;WindowsServer操作系统;服务器;适应能力;抗压性
BI工程师,
BI工程师,TCP;IP协议栈;三层网络协议;网络维护;故障处理;officeword;Excel函;Visio;高度额责任心;沟通能力;协调能力;抗压性
BI工程师,
BI工程师,湿法开发的能力;学习能力;学习能力;沟通能力
BI工程师,电子知识;沟通能力;沟通协调能力能力;高度额责任心
BI工程师,C++编程能力;linux操作命令4;C++编程能力;软件开发过程;除错追踪;单元测试;界面开发经验;git操作;GitHub;make;linux操作命令4
BI工程师,
BI工程师,数据结构;算法知识;系统接口知识;PCIe;NVMe;NVMeSSD知识;大数据处理
文娱运营,文娱活动策划;组织能力;责任感6;服务意识足;心理咨询;艺术治疗
营养师/健康管理师,专业知识储备;文案编撰能力;化办公软件;逻辑思考力;团队精神6
